id	credit_id	payment_date	type_id	sum
104	26	08.04.2020	2	500.87
105	33	08.04.2020	2	252.00
106	6	09.04.2020	1	41.67
107	6	09.04.2020	2	148.66
108	18	09.04.2020	1	160.00
109	4	10.04.2020	2	912.50
110	14	10.04.2020	2	168.95
111	16	10.04.2020	2	534.65
112	23	10.04.2020	2	65.27
113	11	11.04.2020	2	189.88
114	11	11.04.2020	2	189.88
115	20	11.04.2020	2	843.75
116	25	11.04.2020	1	2500.00
117	25	11.04.2020	2	271.88
118	25	11.04.2020	2	271.88
119	28	11.04.2020	1	750.00
120	11	12.04.2020	2	189.88
121	12	12.04.2020	2	862.50
122	16	12.04.2020	2	534.65
123	18	12.04.2020	2	713.51
124	21	12.04.2020	2	490.54
125	22	12.04.2020	2	65.00
126	21	13.04.2020	2	490.54
127	28	13.04.2020	1	750.00
128	38	13.04.2020	1	1000.00
129	20	14.04.2020	2	843.75
130	24	14.04.2020	2	634.92
131	24	14.04.2020	2	634.92
132	29	14.04.2020	1	750.00
133	32	14.04.2020	2	148.13
134	36	14.04.2020	1	312.50
135	38	14.04.2020	2	420.00
136	2	15.04.2020	2	1837.50
137	6	15.04.2020	2	148.66
138	7	15.04.2020	1	52.63
139	11	15.04.2020	2	189.88
140	5	16.04.2020	2	506.25
141	7	16.04.2020	1	52.63
142	4	17.04.2020	2	912.50
143	6	17.04.2020	1	41.67
144	12	17.04.2020	1	192.31
145	19	17.04.2020	2	901.25
146	26	17.04.2020	2	500.87
147	28	17.04.2020	1	750.00
148	28	17.04.2020	2	2317.50
149	16	18.04.2020	2	534.65
150	22	18.04.2020	2	65.00
151	41	18.04.2020	2	704.57
152	24	19.04.2020	1	159.09
153	1	20.04.2020	2	2033.44
154	7	20.04.2020	1	52.63
155	18	20.04.2020	2	713.51
156	5	21.04.2020	2	506.25
157	45	21.04.2020	1	1000.00
158	49	21.04.2020	2	113.31
159	5	22.04.2020	1	166.67
160	7	22.04.2020	2	525.94
161	11	22.04.2020	1	250.00
162	11	22.04.2020	2	189.88
163	12	22.04.2020	1	192.31
164	16	22.04.2020	2	534.65
165	41	22.04.2020	2	704.57
166	5	23.04.2020	1	166.67
167	7	23.04.2020	2	525.94
168	22	23.04.2020	1	100.00
169	24	23.04.2020	1	159.09
170	27	23.04.2020	2	296.88
171	27	23.04.2020	2	296.88
172	12	24.04.2020	2	862.50
173	14	24.04.2020	2	168.95
174	27	24.04.2020	2	296.88
175	51	24.04.2020	1	1250.00
176	17	26.04.2020	2	1518.75
177	24	26.04.2020	2	634.92
178	43	26.04.2020	1	3500.00
179	48	26.04.2020	2	383.02
180	4	27.04.2020	2	912.50
181	6	27.04.2020	1	41.67
182	13	27.04.2020	2	1750.00
183	19	27.04.2020	1	1166.67
184	26	27.04.2020	2	500.87
185	41	27.04.2020	2	704.57
186	42	27.04.2020	1	227.27
187	4	28.04.2020	2	912.50
188	6	28.04.2020	2	148.66
189	7	28.04.2020	1	52.63
190	26	28.04.2020	2	500.87
191	28	28.04.2020	2	2317.50
192	44	28.04.2020	1	222.22
193	5	29.04.2020	2	506.25
194	13	29.04.2020	1	250.00
195	15	29.04.2020	2	2082.50
196	23	29.04.2020	2	65.27
197	44	29.04.2020	2	1080.00
198	53	29.04.2020	2	434.00
199	2	30.04.2020	1	750.00
200	3	30.04.2020	2	226.41
201	18	30.04.2020	1	160.00
202	18	30.04.2020	2	713.51
203	19	30.04.2020	2	901.25
204	23	30.04.2020	2	65.27
205	52	30.04.2020	2	559.38
206	21	01.05.2020	2	490.54
207	29	01.05.2020	2	1513.13
208	34	01.05.2020	1	11.76
209	55	01.05.2020	2	1380.00
210	3	02.05.2020	2	226.41
211	43	02.05.2020	2	1312.50
212	49	02.05.2020	2	113.31
213	55	03.05.2020	2	1380.00
214	13	04.05.2020	2	1750.00
215	14	04.05.2020	2	168.95
216	35	04.05.2020	2	230.29
217	47	04.05.2020	2	780.00
218	6	05.05.2020	2	148.66
219	22	05.05.2020	1	100.00
220	22	05.05.2020	2	65.00
221	29	05.05.2020	2	1513.13
222	37	05.05.2020	1	76.92
223	41	05.05.2020	2	704.57
224	53	05.05.2020	1	187.50
225	58	05.05.2020	2	457.27
226	5	06.05.2020	2	506.25
227	19	06.05.2020	1	1166.67
228	21	06.05.2020	2	490.54
229	24	06.05.2020	1	159.09
230	44	06.05.2020	2	1080.00
231	56	06.05.2020	2	1231.88
232	3	07.05.2020	2	226.41
233	5	07.05.2020	2	506.25
234	6	07.05.2020	2	148.66
235	26	07.05.2020	2	500.87
236	49	07.05.2020	2	113.31
237	54	07.05.2020	2	282.50
238	41	08.05.2020	1	250.00
239	46	08.05.2020	1	36.60
240	46	08.05.2020	1	36.60
241	57	08.05.2020	1	416.67
242	58	08.05.2020	2	457.27
243	6	09.05.2020	2	148.66
244	24	09.05.2020	1	159.09
245	32	09.05.2020	2	148.13
246	53	09.05.2020	2	434.00
247	53	09.05.2020	2	434.00
248	54	09.05.2020	2	282.50
249	56	09.05.2020	2	1231.88
250	5	10.05.2020	1	166.67
251	31	10.05.2020	2	344.21
252	44	10.05.2020	1	222.22
253	60	10.05.2020	1	71.43
254	3	11.05.2020	2	226.41
255	3	11.05.2020	2	226.41
256	19	11.05.2020	2	901.25
257	34	11.05.2020	1	11.76
258	35	11.05.2020	2	230.29
259	53	11.05.2020	2	434.00
260	57	11.05.2020	2	706.25
261	12	12.05.2020	1	192.31
262	24	12.05.2020	2	634.92
263	33	12.05.2020	1	125.00
264	59	12.05.2020	2	687.59
265	6	13.05.2020	2	148.66
266	14	13.05.2020	2	168.95
267	22	13.05.2020	2	65.00
268	35	13.05.2020	2	230.29
269	47	13.05.2020	1	666.67
270	58	13.05.2020	2	457.27
271	58	13.05.2020	2	457.27
272	62	13.05.2020	2	420.00
273	6	14.05.2020	1	41.67
274	48	14.05.2020	2	383.02
275	12	15.05.2020	1	192.31
276	37	15.05.2020	1	76.92
277	50	15.05.2020	2	1687.50
278	52	15.05.2020	2	559.38
279	13	16.05.2020	1	250.00
280	14	16.05.2020	2	168.95
281	19	16.05.2020	1	1166.67
282	22	16.05.2020	1	100.00
283	42	16.05.2020	2	1292.05
284	43	16.05.2020	2	1312.50
285	62	16.05.2020	1	1000.00
286	69	16.05.2020	1	62.50
287	5	17.05.2020	1	166.67
288	5	17.05.2020	2	506.25
289	16	17.05.2020	1	1.10
290	45	17.05.2020	2	4320.00
291	48	17.05.2020	1	153.85
292	70	17.05.2020	2	832.28
293	11	18.05.2020	2	189.88
294	12	18.05.2020	1	192.31
295	42	18.05.2020	1	227.27
296	47	18.05.2020	2	780.00
297	48	18.05.2020	2	383.02
298	50	18.05.2020	1	750.00
299	54	18.05.2020	2	282.50
300	55	18.05.2020	1	1666.67
301	59	18.05.2020	2	687.59
302	65	18.05.2020	2	2010.00
303	67	18.05.2020	2	517.05
304	68	18.05.2020	2	71.79
305	68	18.05.2020	2	71.79
306	3	19.05.2020	2	226.41
307	18	19.05.2020	1	160.00
308	22	19.05.2020	2	65.00
309	53	19.05.2020	1	187.50
310	56	19.05.2020	2	1231.88
311	66	19.05.2020	1	1000.00
312	22	20.05.2020	1	100.00
313	31	20.05.2020	1	400.00
314	35	20.05.2020	2	230.29
315	52	20.05.2020	2	559.38
316	54	20.05.2020	2	282.50
317	75	20.05.2020	2	1213.33
318	21	21.05.2020	2	490.54
319	24	21.05.2020	2	634.92
320	27	21.05.2020	1	416.67
321	33	21.05.2020	2	252.00
322	47	21.05.2020	2	780.00
323	48	21.05.2020	1	153.85
324	4	22.05.2020	2	912.50
325	5	22.05.2020	2	506.25
326	15	22.05.2020	2	2082.50
327	60	22.05.2020	2	316.32
328	66	22.05.2020	2	460.00
329	76	22.05.2020	2	1496.25
330	5	23.05.2020	2	506.25
331	21	23.05.2020	1	125.00
332	27	23.05.2020	2	296.88
333	42	23.05.2020	2	1292.05
334	57	23.05.2020	1	416.67
335	70	23.05.2020	1	112.90
336	70	23.05.2020	2	832.28
337	75	23.05.2020	1	318.18
338	77	23.05.2020	2	132.27
339	22	24.05.2020	1	100.00
340	22	24.05.2020	2	65.00
341	30	24.05.2020	2	1298.86
342	37	24.05.2020	2	247.50
343	39	24.05.2020	2	1786.15
344	48	24.05.2020	1	153.85
345	49	24.05.2020	2	113.31
346	52	24.05.2020	2	559.38
347	12	25.05.2020	2	862.50
348	19	25.05.2020	2	901.25
349	11	26.05.2020	2	189.88
350	15	26.05.2020	2	2082.50
351	36	26.05.2020	1	312.50
352	59	26.05.2020	2	687.59
353	65	26.05.2020	2	2010.00
354	77	26.05.2020	2	132.27
355	79	26.05.2020	2	1608.33
356	24	27.05.2020	2	634.92
357	36	27.05.2020	1	312.50
358	46	27.05.2020	1	36.60
359	57	27.05.2020	2	706.25
360	68	27.05.2020	2	71.79
361	3	28.05.2020	2	226.41
362	21	28.05.2020	2	490.54
363	23	28.05.2020	2	65.27
364	23	28.05.2020	2	65.27
365	24	28.05.2020	1	159.09
366	27	28.05.2020	2	296.88
367	53	28.05.2020	2	434.00
368	57	28.05.2020	2	706.25
369	66	28.05.2020	1	1000.00
370	68	28.05.2020	2	71.79
371	3	29.05.2020	2	226.41
372	16	29.05.2020	1	1.10
373	16	29.05.2020	2	534.65
374	23	29.05.2020	2	65.27
375	27	29.05.2020	2	296.88
376	31	29.05.2020	2	344.21
377	44	29.05.2020	1	222.22
378	75	29.05.2020	2	1213.33
379	6	30.05.2020	1	41.67
380	11	30.05.2020	2	189.88
381	27	30.05.2020	1	416.67
382	31	30.05.2020	2	344.21
383	48	30.05.2020	1	153.85
384	58	30.05.2020	1	85.90
385	72	30.05.2020	1	833.33
386	78	30.05.2020	2	338.82
387	84	30.05.2020	2	282.00
388	17	31.05.2020	1	500.00
389	24	31.05.2020	2	634.92
390	54	31.05.2020	2	282.50
391	54	31.05.2020	2	282.50
392	60	31.05.2020	2	316.32
393	61	31.05.2020	2	2581.88
394	66	31.05.2020	2	460.00
395	83	31.05.2020	1	200.00
396	15	01.06.2020	1	700.00
397	16	01.06.2020	2	534.65
398	24	01.06.2020	2	634.92
399	35	01.06.2020	1	83.33
400	55	01.06.2020	1	1666.67
401	60	01.06.2020	2	316.32
402	80	01.06.2020	1	500.00
403	85	01.06.2020	1	4500.00
404	85	01.06.2020	2	1890.00
405	31	02.06.2020	2	344.21
406	47	02.06.2020	2	780.00
407	49	02.06.2020	2	113.31
408	67	02.06.2020	2	517.05
409	78	02.06.2020	2	338.82
410	80	02.06.2020	2	894.64
411	13	03.06.2020	1	250.00
412	14	03.06.2020	1	45.45
413	57	03.06.2020	1	416.67
414	57	03.06.2020	2	706.25
415	66	03.06.2020	2	460.00
416	1	04.06.2020	2	2033.44
417	2	04.06.2020	1	750.00
418	18	04.06.2020	2	713.51
419	35	04.06.2020	2	230.29
420	15	05.06.2020	1	700.00
421	22	05.06.2020	2	65.00
422	27	05.06.2020	2	296.88
423	29	05.06.2020	2	1513.13
424	42	05.06.2020	2	1292.05
425	69	05.06.2020	2	103.50
426	30	06.06.2020	2	1298.86
427	54	06.06.2020	1	153.85
428	57	06.06.2020	1	416.67
429	63	06.06.2020	1	7.38
430	69	06.06.2020	1	62.50
431	79	06.06.2020	1	192.31
432	90	06.06.2020	1	4000.00
433	13	07.06.2020	1	250.00
434	14	07.06.2020	1	45.45
435	24	07.06.2020	2	634.92
436	41	07.06.2020	2	704.57
437	53	07.06.2020	2	434.00
438	79	07.06.2020	1	192.31
439	86	07.06.2020	2	450.00
440	87	07.06.2020	2	593.75
441	5	08.06.2020	2	506.25
442	35	08.06.2020	1	83.33
443	52	08.06.2020	1	1666.67
444	64	08.06.2020	2	83.01
445	88	08.06.2020	2	308.33
446	15	09.06.2020	2	2082.50
447	27	09.06.2020	2	296.88
448	35	09.06.2020	2	230.29
449	46	09.06.2020	2	662.02
450	59	09.06.2020	2	687.59
451	63	09.06.2020	2	550.47
452	74	09.06.2020	1	57.69
453	74	09.06.2020	1	57.69
454	77	09.06.2020	2	132.27
455	88	09.06.2020	2	308.33
456	6	10.06.2020	1	41.67
457	27	10.06.2020	2	296.88
458	29	10.06.2020	2	1513.13
459	53	10.06.2020	2	434.00
460	88	10.06.2020	2	308.33
461	3	11.06.2020	2	226.41
462	24	11.06.2020	1	159.09
463	33	11.06.2020	2	252.00
464	52	11.06.2020	2	559.38
465	52	11.06.2020	2	559.38
466	81	11.06.2020	2	613.75
467	14	12.06.2020	1	45.45
468	24	12.06.2020	1	159.09
469	44	12.06.2020	2	1080.00
470	61	12.06.2020	2	2581.88
471	5	13.06.2020	2	506.25
472	9	13.06.2020	2	3240.00
473	11	13.06.2020	2	189.88
474	12	13.06.2020	2	862.50
475	28	13.06.2020	2	2317.50
476	35	13.06.2020	1	83.33
477	47	13.06.2020	1	666.67
478	50	13.06.2020	1	750.00
479	55	13.06.2020	2	1380.00
480	56	13.06.2020	2	1231.88
481	60	13.06.2020	2	316.32
482	80	13.06.2020	2	894.64
483	81	13.06.2020	2	613.75
484	5	14.06.2020	2	506.25
485	24	14.06.2020	2	634.92
486	35	14.06.2020	2	230.29
487	35	14.06.2020	2	230.29
488	37	14.06.2020	1	76.92
489	49	14.06.2020	2	113.31
490	53	14.06.2020	2	434.00
491	57	14.06.2020	2	706.25
492	59	14.06.2020	2	687.59
493	70	14.06.2020	1	112.90
494	93	14.06.2020	2	86.54
495	5	15.06.2020	1	166.67
496	6	15.06.2020	2	148.66
497	31	15.06.2020	2	344.21
498	48	15.06.2020	2	383.02
499	60	15.06.2020	2	316.32
500	64	15.06.2020	2	83.01
501	64	15.06.2020	2	83.01
502	77	15.06.2020	2	132.27
503	78	15.06.2020	1	133.33
504	84	15.06.2020	2	282.00
505	3	16.06.2020	1	136.36
506	5	16.06.2020	1	166.67
507	13	16.06.2020	2	1750.00
508	18	16.06.2020	1	160.00
509	22	16.06.2020	2	65.00
510	32	16.06.2020	1	125.00
511	33	16.06.2020	1	125.00
512	52	16.06.2020	2	559.38
513	63	16.06.2020	1	7.38
514	69	16.06.2020	2	103.50
515	72	16.06.2020	1	833.33
516	75	16.06.2020	2	1213.33
517	96	16.06.2020	2	329.73
518	15	17.06.2020	2	2082.50
519	24	17.06.2020	2	634.92
520	24	17.06.2020	2	634.92
521	37	17.06.2020	1	76.92
522	54	17.06.2020	2	282.50
523	70	17.06.2020	2	832.28
524	84	17.06.2020	2	282.00
525	84	17.06.2020	2	282.00
526	87	17.06.2020	1	1250.00
527	92	17.06.2020	1	208.33
528	28	18.06.2020	1	750.00
529	39	18.06.2020	2	1786.15
530	49	18.06.2020	2	113.31
531	54	18.06.2020	1	153.85
532	70	18.06.2020	1	112.90
533	84	18.06.2020	2	282.00
534	84	18.06.2020	2	282.00
535	88	18.06.2020	2	308.33
536	89	18.06.2020	1	166.67
537	93	18.06.2020	1	19.23
538	96	18.06.2020	2	329.73
539	35	19.06.2020	2	230.29
540	36	19.06.2020	1	312.50
541	49	19.06.2020	2	113.31
542	75	19.06.2020	1	318.18
543	17	20.06.2020	1	500.00
544	22	20.06.2020	2	65.00
545	31	20.06.2020	2	344.21
546	37	20.06.2020	1	76.92
547	54	20.06.2020	2	282.50
548	54	20.06.2020	2	282.50
549	61	20.06.2020	1	4500.00
550	74	20.06.2020	2	1717.50
551	93	20.06.2020	2	86.54
552	2	21.06.2020	2	1837.50
553	28	21.06.2020	1	750.00
554	34	21.06.2020	1	11.76
555	72	21.06.2020	2	3000.00
556	75	21.06.2020	1	318.18
557	79	21.06.2020	1	192.31
558	82	21.06.2020	2	2856.11
559	88	21.06.2020	1	250.00
560	95	21.06.2020	1	95.24
561	27	22.06.2020	2	296.88
562	47	22.06.2020	2	780.00
563	47	22.06.2020	2	780.00
564	54	22.06.2020	2	282.50
565	77	22.06.2020	2	132.27
566	5	23.06.2020	2	506.25
567	11	23.06.2020	2	189.88
568	28	23.06.2020	1	750.00
569	51	23.06.2020	1	1250.00
570	77	23.06.2020	2	132.27
571	87	23.06.2020	2	593.75
572	89	23.06.2020	2	238.75
573	105	23.06.2020	2	550.80
574	22	24.06.2020	2	65.00
575	79	24.06.2020	2	1608.33
576	104	24.06.2020	1	3500.00
577	104	24.06.2020	2	1470.00
578	8	25.06.2020	1	250.00
579	21	25.06.2020	2	490.54
580	21	25.06.2020	2	490.54
581	27	25.06.2020	2	296.88
582	37	25.06.2020	2	247.50
583	54	25.06.2020	1	153.85
584	86	25.06.2020	2	450.00
585	2	26.06.2020	2	1837.50
586	23	26.06.2020	2	65.27
587	35	26.06.2020	2	230.29
588	37	26.06.2020	1	76.92
589	37	26.06.2020	2	247.50
590	77	26.06.2020	2	132.27
591	81	26.06.2020	2	613.75
592	102	26.06.2020	1	187.50
593	109	26.06.2020	1	2500.00
594	110	26.06.2020	1	83.33
595	37	27.06.2020	2	247.50
596	44	27.06.2020	2	1080.00
597	54	27.06.2020	1	153.85
598	58	27.06.2020	2	457.27
599	64	27.06.2020	2	83.01
600	78	27.06.2020	1	133.33
601	93	27.06.2020	2	86.54
602	103	27.06.2020	1	166.67
603	106	27.06.2020	2	627.73
604	5	28.06.2020	1	166.67
605	18	28.06.2020	1	160.00
606	22	28.06.2020	2	65.00
607	32	28.06.2020	2	148.13
608	44	28.06.2020	1	222.22
609	48	28.06.2020	2	383.02
610	65	28.06.2020	1	2000.00
611	77	28.06.2020	2	132.27
612	109	28.06.2020	1	2500.00
613	18	29.06.2020	2	713.51
614	32	29.06.2020	1	125.00
615	46	29.06.2020	2	662.02
616	59	29.06.2020	2	687.59
617	73	29.06.2020	1	113.64
618	82	29.06.2020	2	2856.11
619	14	30.06.2020	1	45.45
620	23	30.06.2020	2	65.27
621	31	30.06.2020	2	344.21
622	42	30.06.2020	2	1292.05
623	67	30.06.2020	2	517.05
624	81	30.06.2020	2	613.75
625	90	30.06.2020	2	3240.00
626	106	30.06.2020	1	146.23
627	111	30.06.2020	2	571.76
628	112	30.06.2020	2	367.50
629	112	30.06.2020	2	367.50
630	8	01.07.2020	1	250.00
631	14	01.07.2020	1	45.45
632	24	01.07.2020	1	159.09
633	31	01.07.2020	2	344.21
634	60	01.07.2020	2	316.32
635	60	01.07.2020	2	316.32
636	87	01.07.2020	2	593.75
637	88	01.07.2020	1	250.00
638	97	01.07.2020	2	803.25
639	102	01.07.2020	1	187.50
640	112	01.07.2020	1	3500.00
641	112	01.07.2020	2	367.50
642	112	01.07.2020	2	367.50
643	113	01.07.2020	2	239.40
644	114	01.07.2020	1	1250.00
645	33	02.07.2020	2	252.00
646	47	02.07.2020	2	780.00
647	67	02.07.2020	2	517.05
648	69	02.07.2020	2	103.50
649	89	02.07.2020	2	238.75
650	89	02.07.2020	2	238.75
651	97	02.07.2020	2	803.25
652	98	02.07.2020	1	625.00
653	102	02.07.2020	2	635.38
654	102	02.07.2020	2	635.38
655	109	02.07.2020	2	2100.00
656	113	02.07.2020	2	239.40
657	117	02.07.2020	1	1500.00
658	117	02.07.2020	2	630.00
659	47	03.07.2020	1	666.67
660	48	03.07.2020	2	383.02
661	58	03.07.2020	2	457.27
662	69	03.07.2020	1	62.50
663	70	03.07.2020	2	832.28
664	103	03.07.2020	1	166.67
665	114	03.07.2020	2	326.79
666	3	04.07.2020	1	136.36
667	18	04.07.2020	1	160.00
668	22	04.07.2020	2	65.00
669	32	04.07.2020	2	148.13
670	54	04.07.2020	1	153.85
671	55	04.07.2020	2	1380.00
672	64	04.07.2020	2	83.01
673	65	04.07.2020	1	2000.00
674	69	04.07.2020	1	62.50
675	78	04.07.2020	2	338.82
676	84	04.07.2020	2	282.00
677	88	04.07.2020	2	308.33
678	91	04.07.2020	1	45.45
679	93	04.07.2020	1	19.23
680	119	04.07.2020	1	4500.00
681	120	04.07.2020	1	500.00
682	5	05.07.2020	2	506.25
683	47	05.07.2020	2	780.00
684	52	05.07.2020	2	559.38
685	60	05.07.2020	1	71.43
686	77	05.07.2020	2	132.27
687	79	05.07.2020	1	192.31
688	83	05.07.2020	1	200.00
689	86	05.07.2020	2	450.00
690	91	05.07.2020	2	290.71
691	120	05.07.2020	2	210.00
692	5	06.07.2020	1	166.67
693	21	06.07.2020	1	125.00
694	26	06.07.2020	2	500.87
695	41	06.07.2020	2	704.57
696	44	06.07.2020	2	1080.00
697	75	06.07.2020	1	318.18
698	75	06.07.2020	2	1213.33
699	87	06.07.2020	2	593.75
700	97	06.07.2020	2	803.25
701	108	06.07.2020	1	250.00
702	111	06.07.2020	2	571.76
703	23	07.07.2020	2	65.27
704	41	07.07.2020	2	704.57
705	54	07.07.2020	1	153.85
706	57	07.07.2020	2	706.25
707	64	07.07.2020	2	83.01
708	86	07.07.2020	1	500.00
709	97	07.07.2020	1	2250.00
710	107	07.07.2020	1	125.00
711	12	08.07.2020	2	862.50
712	26	08.07.2020	1	1500.00
713	47	08.07.2020	2	780.00
714	52	08.07.2020	2	559.38
715	61	08.07.2020	2	2581.88
716	88	08.07.2020	2	308.33
717	108	08.07.2020	2	1590.00
718	125	08.07.2020	2	162.86
719	5	09.07.2020	2	506.25
720	27	09.07.2020	2	296.88
721	36	09.07.2020	1	312.50
722	41	09.07.2020	2	704.57
723	70	09.07.2020	2	832.28
724	70	09.07.2020	2	832.28
725	78	09.07.2020	2	338.82
726	114	09.07.2020	2	326.79
727	124	09.07.2020	2	210.00
728	1	10.07.2020	2	2033.44
729	13	10.07.2020	1	250.00
730	16	10.07.2020	2	534.65
731	69	10.07.2020	2	103.50
732	83	10.07.2020	1	200.00
733	84	10.07.2020	2	282.00
734	101	10.07.2020	1	333.33
735	113	10.07.2020	2	239.40
736	125	10.07.2020	2	162.86
737	131	10.07.2020	1	2500.00
738	131	10.07.2020	2	1050.00
739	52	11.07.2020	2	559.38
740	60	11.07.2020	2	316.32
741	88	11.07.2020	2	308.33
742	12	12.07.2020	1	192.31
743	27	12.07.2020	2	296.88
744	67	12.07.2020	1	277.78
745	87	12.07.2020	2	593.75
746	96	12.07.2020	2	329.73
747	98	12.07.2020	1	625.00
748	100	12.07.2020	2	2677.50
749	102	12.07.2020	2	635.38
750	130	12.07.2020	2	271.07
751	23	13.07.2020	2	65.27
752	52	13.07.2020	1	1666.67
753	53	13.07.2020	2	434.00
754	57	13.07.2020	1	416.67
755	59	13.07.2020	2	687.59
756	80	13.07.2020	1	500.00
757	91	13.07.2020	2	290.71
758	123	13.07.2020	1	125.00
759	126	13.07.2020	2	873.00
760	132	13.07.2020	2	116.43
761	135	13.07.2020	1	227.27
762	3	14.07.2020	2	226.41
763	5	14.07.2020	1	166.67
764	6	14.07.2020	1	41.67
765	8	14.07.2020	1	250.00
766	16	14.07.2020	2	534.65
767	30	14.07.2020	2	1298.86
768	36	14.07.2020	1	312.50
769	46	14.07.2020	2	662.02
770	72	14.07.2020	1	833.33
771	82	14.07.2020	1	61.43
772	84	14.07.2020	2	282.00
773	124	14.07.2020	1	500.00
774	3	15.07.2020	1	136.36
775	7	15.07.2020	2	525.94
776	21	15.07.2020	2	490.54
777	27	15.07.2020	1	416.67
778	37	15.07.2020	2	247.50
779	48	15.07.2020	2	383.02
780	55	15.07.2020	2	1380.00
781	67	15.07.2020	2	517.05
782	68	15.07.2020	2	71.79
783	80	15.07.2020	1	500.00
784	84	15.07.2020	1	666.67
785	119	15.07.2020	2	2227.50
786	138	15.07.2020	2	542.86
787	139	15.07.2020	2	220.50
788	139	15.07.2020	2	220.50
789	7	16.07.2020	1	52.63
790	13	16.07.2020	1	250.00
791	14	16.07.2020	2	168.95
792	18	16.07.2020	1	160.00
793	22	16.07.2020	2	65.00
794	31	16.07.2020	2	344.21
795	37	16.07.2020	2	247.50
796	42	16.07.2020	1	227.27
797	47	16.07.2020	1	666.67
798	55	16.07.2020	1	1666.67
799	103	16.07.2020	2	174.38
800	116	16.07.2020	1	210.53
801	118	16.07.2020	1	642.86
802	123	16.07.2020	1	125.00
803	11	17.07.2020	2	189.88
804	17	17.07.2020	2	1518.75
805	29	17.07.2020	2	1513.13
806	41	17.07.2020	1	250.00
807	41	17.07.2020	2	704.57
808	70	17.07.2020	2	832.28
809	84	17.07.2020	2	282.00
810	89	17.07.2020	2	238.75
811	100	17.07.2020	2	2677.50
812	116	17.07.2020	1	210.53
813	36	18.07.2020	2	4125.00
